ID,SUB_ID,Country,Province/State,Study Pop Size (N),Proportion of values entered in row (%),Paper Title,Journal,Author,Source,Language,Peer-Reviewed? (As of 2 April 2020),Study Type: Observational or Randomized Clinical Trial (RCT)?,Study start date (mm/dd/yyyy),Study end date (mm/dd/yyyy),Study length (days),Overall study population or subgroup?,Subgroup,Positive/negative cases,End-point vs Active,Survivors,Discharged,Contains Any Treatment?,ICU vs. non-ICU,Severity,Ventilation,Median Age,Mean Age,Age SD,Age LQ,Age UQ,% Healthcare Worker,% Male,% White or European,% African American,% Asian,% Hispanic or Latino,% Multiple ethnicities or other,Exposure history (%),Exposure - Wuhan Travel (%),Exposure - Personal Contact (%),Incubation period (days) - Mean,Incubation period (days) - Median,Incubation period (days) - LQ,Incubation period (days) -  Higher Quartile,Time From Symptoms Appearance to Hospitalization (days) - Mean,Time From Symptoms Appearance to Hospitalization (days) - Median,Time From Symptoms Appearance to Hospitalization (days) - LQ,Time From Symptoms Appearance to Hospitalization (days) - UQ,Smoking history,Current drinker,BMI,Obesity,Any Comorbidity,Hypertension,Diabetes,Cardiovascular Disease (incl. CAD),Chronic obstructive lung (COPD),Cancer (Any),Liver Disease (any),Cerebrovascular Disease,Chronic kidney/renal disease,Other,Fever (temperature ≥37·3°C),Average temperature (celsius),Max temperature (celsius),Respiratory rate > 24 breaths per min,Cough,Shortness of Breath (dyspnoea),Headache,Sputum (/Expectoration),Myalgia (Muscle Pain),Fatigue,Upper air-way congestion,Diarrhoea,Nausea or Vomiting,Loss of Appetite/Anorexia,Sore Throat/Stuffy Nose,Chills,Chest Pain,Loss of smell/taste,Disease Severity Asymptomatic,Disease Severity General,Disease Severity Severe,Disease Severity Critical,"Imaging Findings Available? (yes=1, no=0)",White Blood Cell Count (10^9/L) - Median,White Blood Cell Count (10^9/L) - LQ,White Blood Cell Count (10^9/L) - UQ,Lymphocyte Count (10^9/L) - Median,Lymphocyte Count (10^9/L) - LQ,Lymphocyte Count (10^9/L) - UQ,CD4+ T Lymphocyte (Count),CD8+ T Lymphocyte (Count),Platelet Count (10^9/L) - Median,Platelet Count (10^9/L) - LQ,Platelet Count (10^9/L) - UQ,Neutrophil Count (10^9/L) - Median,Neutrophil Count (10^9/L) - LQ,Neutrophil Count (10^9/L) - UQ,Hemoglobin (g/L) - Median,Hemoglobin (g/L) - LQ,Hemoglobin (g/L) - UQ,Hematocrit (%),Albumin (g/L),Alanine Aminotransferase (U/L),Aspartate Aminotransferase (U/L),Total Bilirubin (umol/L) - Median,Total Bilirubin (umol/L) - LQ,Total Bilirubin (umol/L) - UQ,Blood Urea Nitrogen (mmol/L),Creatinine (μmol/L),Creatine Kinase (U/L),C-Reactive Protein (mg/L),Gamma-Glutamyl Transferase (U/L),Interleukin-6 (pg/mL),Procalcitonin (ng/mL),D-Dimer (mg/L),Prothrombin Time (s),Antibiotic,Antiviral (Any),Uses Kaletra (lopinavir–ritonavir),Uses Favipiravir,Uses Tamiflu (oseltamivir),Uses Remdesivir,Uses umif+lop-rit,Uses Arbidol (umifenovir),Uses hydroxychloroquine and/or chloroquine,"Corticosteroid (including Glucocorticoid, Methylprednisolone)",Intravenous immunoglobin,Nasal cannula,High-flow nasal cannula oxygen therapy,Oxygen therapy,Noninvasive mechanical ventilation,Invasive mechanical ventilation,ECMO,Renal replacement therapy,Interferon Alpha-1b,Thymalfasin and/or Thymosin,Sepsis,Respiratory failure or ARDS,Respiratory failure,ARDS,Hypoxemia,Heart failure,Septic shock / shock,Liver dysfunction,Coagulopathy,Acute cardiac injury,Acute kidney injury (AKI),Secondary infection/ Bacterial infection,Hypoproteinaemia,Acidosis,Hospital admission (%),ICU admission,Discharged (%),"ICU length of stay, days","Hospital length of stay, days",Days to Viral Clearance (Median),Mortality,Projected Mortality (accounting for patients not currently discharged)
160,6,China,Anhui,1,21.91%,"Epidemiological and clinical features of 125 Hospitalized Patients with COVID-19 in Fuyang, Anhui, China",Journal of Infection,Wang et. al.,https://pdf.sciencedirectassets.com/272991/AIP/1-s2.0-S1201971220302034/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEBwaCXVzLWVhc3QtMSJHMEUCIQCDD9BTeT1s9fHxSa%2BTpLonA1chQ%2Fa8roE08yAbRxaGbwIgBa7aJhjuVkM4sRoYzgXuvoTPu5wa0Fn8V9EamUdb%2Bi8qtAMINBADGgwwNTkwMDM1NDY4NjUiDIutyPbzA8yUb%2BCgviqRA%2Bksr8IW6o5eVf6IIXmQCdVQZ3PY6a5u8ztgwIDeaDSzl9QwyJERW7Q7lsSexQJa2bCffAhjfbgM3kdijTchcNRH97RdCnproJC6N93cZU%2FKpjbTDiYFY4qapStqPrPzfIFYSh6k3cTu8Qtl7FOTfmG3mvc2DMOJRrXcuS%2F6kTYTdtsfv9h8MSRgpqfVfbRZnEG%2FmeGzijkPPCt8U3CNjzMEA0%2Bv6M6VlmJqRAEnzLDXLpbKRW2N3qi3eRRUyOSJ3So%2Fo9isC0bIigz1sQePdqKHDHh2ON2jNf3i%2F9Q3dUmsPbQve2Fd4obwKgixtKD%2BpmF6L8GYTBMo1c7C94O228keDJDSVto0C8xKZc8uADXISleh9kqfgmrzHUAuGRuXrAHLsqBApNgitlwnuEeeifF6DSOit%2BaylVu8dxVt59IgdV%2FiLRwi9dpSUnH5Kw%2BoFLm0djRLfh2vxOlxJgi1AC%2FZbLpCZDV1LX%2FnKnkTD%2B5lk8Fl7VRLd8024%2FqU%2BpFjXkHYZ%2FZiKBwfeojBN31v4e61MJCsyPQFOusBTgDlXYsaS96Wr%2Baf0XqL6mvIt8HQJ2OlqOdJUbCP01KTTLCirRjey2cCsIaBHrBdP0N2InY9R0d6Z11tM8j9cdw8rXcs%2BGo58s4cxW%2B2tzLkbH84Yr1ujAlzomW0OLqR753sSpixMIACuFg4V%2FdkXzy7WfUM5sdYAbUEhQWWDNYvKvOZVoOGS5GhNx02O7ft0Kd6GVUiQV2ef159KiAKFL130JkFqQe1tLtZx%2FAryyu3kha6EXFZkVsLD0rfJxzHdsdy%2BwuAs5EI5ImZGNVD9te%2FVQquH9L1ONhDcniQqb0iqdsRZnmr8F8IFA%3D%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20200411T202256Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTYRV7VN77N%2F20200411%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=6708b3b64bb120f5f9f81e874929f95b282318d7dbc9e4ea2fa1ee2e1ede5979&hash=7a31add5bbaab378a04cbd499ab42d7f86ddcf29b114a1577bf23f4b7fd8b402&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S1201971220302034&tid=spdf-74bd40cf-2415-45c9-9fba-62b9ed24c6ae&sid=2f2bd7105a9e534f93485498cba7fa201c27gxrqa&type=client,English,Yes,Observational,1/20/20,2/18/20,29,Subgroup,Severe,Positive only,Active,Both,Both,Yes,ICU only,Severe/Critical Only,Ventilation only,67,67,,,,,100%,0%,0%,100%,0%,0%,,,,,,,,7,,,,,,,,,,,100%,,,,,,,100%,37.5,39,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,100%,,,,,,,,,,,,,,,,,,,1,1,,,,,0,
161,0,China,Shanghai,799,16.29%,Clinical characteristics of 113 deceased patients with coronavirus disease 2019: retrospective study,BMJ,Chen et. al.,https://www.bmj.com/content/368/bmj.m1091,English,Yes,Observational,1/13/20,2/28/20,46,Top-level,All,Positive only,End-point and active,Both,Both,Yes,Both,Both,NA,,,,,,,,0%,0%,100%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0.1,,,,0.14,0.58
161,1,China,Shanghai,274,60.11%,Clinical characteristics of 113 deceased patients with coronavirus disease 2019: retrospective study,BMJ,Chen et. al.,https://www.bmj.com/content/368/bmj.m1091,English,Yes,Observational,1/13/20,2/28/20,46,Subgroup,End-point only,Positive only,End-point only,Both,Both,Yes,Both,Both,NA,62,44,70,,,7%,62%,0%,0%,100%,0%,0%,,2%,17%,,,,,,10,7,12,7%,,,,49%,34%,17%,8%,7%,3%,4%,,1%,,91%,,,32%,68%,44%,11%,30%,22%,50%,,28%,9%,24%,4%,,38%,,,,,,,5.9,4.3,9.2,0.8,0.6,1.2,,,179,133,235,4.4,2.8,8,12.8,116,140,,,23,30,9.6,6.7,13.5,4.9,76,109,53.4,,22,0.09,1.1,14.3,91%,86%,,,,,,,,79%,38%,,31%,92%,37%,6%,,1%,,,65%,72%,27%,72%,,24%,17%,5%,8%,44%,11%,,,12%,1,,,,,,0.41,
161,2,China,Shanghai,113,60.11%,Clinical characteristics of 113 deceased patients with coronavirus disease 2019: retrospective study,BMJ,Chen et. al.,https://www.bmj.com/content/368/bmj.m1091,English,Yes,Observational,1/13/20,2/28/20,46,Subgroup,Non-survivors,Positive only,End-point only,Non-survivors only,Both,Yes,Both,Both,NA,68,62,77,,,1%,73%,0%,0%,100%,0%,0%,,4%,12%,,,,,,10,7,13,8%,,,,63%,48%,21%,14%,10%,4%,4%,,4%,,92%,,,59%,70%,62%,10%,31%,19%,57%,,24%,7%,27%,4%,,49%,,,,,,,10.2,6.2,13.6,0.6,0.4,0.7,,,156,111.8,219.3,9,5.4,12.7,12.8,114,145,,,28,45,12.6,9.4,16.7,8.4,88,189,113,,72,0.33,4.6,15.5,93%,79%,,,,,,,,88%,39%,,68%,100%,67%,15%,,3%,,,100%,100%,51%,100%,,49%,41%,9%,17%,77%,25%,,,14%,1,,,,,,1,
161,3,China,Shanghai,161,61.24%,Clinical characteristics of 113 deceased patients with coronavirus disease 2019: retrospective study,BMJ,Chen et. al.,https://www.bmj.com/content/368/bmj.m1091,English,Yes,Observational,1/13/20,2/28/20,46,Subgroup,Survivors,Positive only,End-point only,Survivors only,Both,Yes,Both,Both,NA,51,37,66,,,11%,55%,0%,0%,100%,0%,0%,,1%,20%,,,,,,9,6,12,6%,,,,39%,24%,14%,4%,4%,1%,4%,,1%,,90%,,,14%,66%,31%,12%,30%,24%,45%,,31%,10%,22%,5%,,30%,,,,,,,5,3.7,6.3,1,0.7,1.4,,,198,160,256,3.2,2.4,4.5,12.8,118,138,,,20,25,8.4,5.8,11.2,4,66,84,26.2,,13,0.05,0.6,13.9,89%,91%,,,,,,,,73%,37%,,5%,86%,16%,0%,,0%,,,41%,52%,0%,52%,,3%,0%,2%,1%,17%,1%,,,9%,1,,1,,,,0,0
162,0,China,Zhuhai,95,30.34%,Gastrointestinal symptoms of 95 cases with SARS-CoV-2 infection,Gut,Lin et. al.,https://gut.bmj.com/content/early/2020/04/02/gutjnl-2020-321013,English,Yes,Observational,1/17/20,2/15/20,29,Top-level,All,Positive only,End-point and active,Both,Both,Yes,Both,All,Both,,45.3,,,,,47.40%,0%,0%,100%,0%,0%,100%,80%,20%,,,,,,,,,6.30%,9.50%,,,,16.50%,6.30%,4.20%,5.30%,5.30%,,4.20%,1.10%,,,,,,,,,,,,,20%,15.20%,13.30%,,,,,0%,78.90%,21.10%,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.60%,93.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.21,0.39,,,,0,0
162,1,China,Zhuhai,58,29.78%,Gastrointestinal symptoms of 95 cases with SARS-CoV-2 infection,Gut,Lin et. al.,https://gut.bmj.com/content/early/2020/04/02/gutjnl-2020-321014,English,Yes,Observational,1/17/20,2/15/20,29,Subgroup,Patients wtih GI Symptoms,Positive only,End-point and active,Both,Both,Yes,Both,All,Both,,48,,,,,46.60%,0%,0%,100%,0%,0%,100%,77.60%,22.40%,,,,,,,,,8.60%,10.30%,,,,17.20%,5.20%,5.20%,1.70%,6.90%,,5.20%,1.70%,,,,,,,,,,,,,24.20%,17.90%,17.90%,,,,,0%,75.90%,24.10%,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.60%,,,,,,,1,0.24,0.4,,,,0,0
162,2,China,Zhuhai,37,27.53%,Gastrointestinal symptoms of 95 cases with SARS-CoV-2 infection,Gut,Lin et. al.,https://gut.bmj.com/content/early/2020/04/02/gutjnl-2020-321015,English,Yes,Observational,1/17/20,2/15/20,29,Subgroup,Patients without GI Symptoms,Positive only,End-point and active,Both,Both,Yes,Both,All,Both,,41.1,,,,,48.60%,0%,0%,100%,0%,0%,100%,83.80%,16.20%,,,,,,,,,2.70%,8.10%,,,,16.20%,8.10%,2.70%,10.80%,2.70%,,2.70%,0%,,,,,,,,,,,,,,,,,,,,0%,83.80%,16.20%,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.16,0.38,,,,0,0
169,0,China,Jiangsu,55,57.87%,"Clinical features and management of severe COVID-19: A retrospective study in Wuxi, Jiangsu Province, China",MedRxiv,Jiang et. al.,https://www.medrxiv.org/content/10.1101/2020.04.10.20060335v1.full.pdf,English,No,Observational,1/23/20,2/16/20,24,Top-level,All,Positive only,End-point only,Both,Both,Yes,Both,All,Both,45,45,,27,60,,49%,0%,0%,100%,0%,0%,100%,40%,78.20%,7,7,3.5,10,,,,,,,,,52.70%,30.90%,16.40%,3.60%,,3.60%,,1.80%,1.80%,,85.50%,,,,61.80%,20%,18.20%,49.10%,,40%,,32.70%,7.30%,5.50%,,,,,,,,,,5.2,4.25,6.05,1.36,0.95,1.91,,,191,154,212,3.01,2.32,3.71,138,125,148,,,21,24,7,4,10,3.9,55,,6.2,,,,0.31,,52.70%,100%,100%,,,,,40%,7.30%,10.90%,9.10%,47.30%,5.50%,,,12.70%,1.80%,,100%,36.40%,,,18.20%,7.30%,,,1.80%,29.10%,,1.80%,5.50%,7.30%,,,1,0.15,1,,16,,0,0
169,1,China,Jiangsu,47,57.87%,"Clinical features and management of severe COVID-19: A retrospective study in Wuxi, Jiangsu Province, China",MedRxiv,Jiang et. al.,https://www.medrxiv.org/content/10.1101/2020.04.10.20060335v1.full.pdf,English,No,Observational,1/23/20,2/16/20,24,Subgroup,Non-severe,Positive only,End-point only,Both,Both,Yes,Both,All,Both,40,40,,26,57,,46.80%,0%,0%,100%,0%,0%,100%,38.30%,78.70%,7,7,3.75,9.75,,,,,,,,,48.90%,29.80%,10.60%,2.10%,,4.30%,,0%,0%,,83%,,,,55.30%,6.40%,17%,42.60%,,36.20%,,29.80%,8.50%,4.30%,,,,,,,,,,5.15,4.42,6.05,1.4,1.02,2.05,,,191,155,212,3.01,2.34,3.51,140,126,150,,,22,24,7,4,10,3.9,53,,4.5,,,,0.28,,44.70%,100%,100%,,,,,40.40%,2.10%,0%,2.10%,38.30%,0%,,,0%,0%,,100%,25.50%,,,4.30%,4.30%,,,0%,25.50%,,0%,2.10%,4.30%,,,1,0,1,,16,,0,0
169,2,China,Jiangsu,8,57.87%,"Clinical features and management of severe COVID-19: A retrospective study in Wuxi, Jiangsu Province, China",MedRxiv,Jiang et. al.,https://www.medrxiv.org/content/10.1101/2020.04.10.20060335v1.full.pdf,English,No,Observational,1/23/20,2/16/20,24,Subgroup,Severe,Positive only,End-point only,Both,Both,Yes,Both,All,Both,59,59,,50,73,,62.50%,0%,0%,100%,0%,0%,100%,50%,75.00%,4,4,3,5,,,,,,,,,75%,37.50%,50%,12.50%,,0%,,12.50%,12.50%,,100.00%,,,,100.00%,100%,25.00%,87.50%,,62.50%,,50%,0%,12.50%,,,,,,,,,,5.35,3.04,10.8,0.83,0.39,1.24,,,160,142,223,3.39,1.82,9.52,136,104,140,,,19,29,7,3,11,6.5,66,,70.27,,,,0.6,,100%,100%,100%,,,,,37.50%,37.50%,75%,50%,100%,37.50%,,,87.50%,12.50%,,100%,100%,,,100%,25%,,,12.50%,50%,,12.50%,25%,25%,,,1,1,1,,23,,0,0
170,0,Iceland,Nationwide,1321,19.66%,Spread of SARS-CoV-2 in the Icelandic Population,NEJM,Gudbjartsson et. al.,https://www.nejm.org/doi/pdf/10.1056/NEJMoa2006100?articleTools=true,English,Yes,Observational,1/31/20,4/4/20,64,Top-level,,Positive only,End-point and active,Both,Both,No,Both,All,Both,41.77,41.77,,,,,50.17%,100%,0%,0%,0%,0%,,,53.48%,,,,,,,,,,,,,,,,,,,,,,,45.49%,,,,30.65%,,23.37%,,29.71%,,,,,,13.84%,,,,9.58%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,
170,1,Iceland,Nationwide,177,23.60%,Spread of SARS-CoV-2 in the Icelandic Population,NEJM,Gudbjartsson et. al.,https://www.nejm.org/doi/pdf/10.1056/NEJMoa2006100?articleTools=true,English,Yes,Observational,1/31/20,3/15/20,44,Subgroup,Targeted testing,Positive only,End-point and active,Both,Both,No,Both,All,Both,44.4,44.4,,,,,52%,100%,0%,0%,0%,0%,,,40.10%,,,,,,,,,,,,,,,,,,,,,,,42.10%,,,,25.50%,,23.30%,,28.80%,13.30%,,,,,16.60%,,,2.20%,13.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.01,0,,,,0.01,0.02
170,2,Iceland,Nationwide,87,20.22%,Spread of SARS-CoV-2 in the Icelandic Population,NEJM,Gudbjartsson et. al.,https://www.nejm.org/doi/pdf/10.1056/NEJMoa2006100?articleTools=true,English,Yes,Observational,3/13/20,4/1/20,19,Subgroup,Population screening,Positive only,End-point and active,Both,Both,No,Both,All,Both,40.8,40.8,,,,,52.90%,100%,0%,0%,0%,0%,,,6.90%,,,,,,,,,,,,,,,,,,,,,,,19.50%,,,,36.80%,,20.70%,,21.80%,,,,,,29.90%,,,,41.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
170,3,Iceland,Nationwide,1044,21.35%,Spread of SARS-CoV-2 in the Icelandic Population,NEJM,Gudbjartsson et. al.,https://www.nejm.org/doi/pdf/10.1056/NEJMoa2006100?articleTools=true,English,Yes,Observational,3/16/20,3/31/20,15,Subgroup,Targeted testing,Positive only,End-point and active,Both,Both,No,Both,All,Both,41.3,41.3,,,,,49.40%,100%,0%,0%,0%,0%,,,60.20%,,,,,,,,,,,,,,,,,,,,,,,48.80%,,,,31.10%,,23.70%,,30.80%,20.60%,,,,,12.20%,,,11.50%,5.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,
170,4,Iceland,Nationwide,13,20.79%,Spread of SARS-CoV-2 in the Icelandic Population,NEJM,Gudbjartsson et. al.,https://www.nejm.org/doi/pdf/10.1056/NEJMoa2006100?articleTools=true,English,Yes,Observational,4/1/20,4/4/20,3,Subgroup,Population screening,Positive only,End-point and active,Both,Both,No,Both,All,Both,50.5,50.5,,,,,69.20%,100%,0%,0%,0%,0%,,,7.70%,,,,,,,,,,,,,,,,,,,,,,,0%,,,,23.10%,,15.40%,,7.70%,,,,,,0%,,,7.70%,53.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
171,0,USA,Boston,147,20.22%,COVID-19 outbreak at a large homeless shelter in Boston: Implications for universal testing,JAMA,Bagget et. al.,https://jamanetwork.com/journals/jama/fullarticle/2765378,English,Yes,Observational,3/15/20,4/15/20,31,Top-level,Positive cases,Positive only,Active only,Both,Non-discharged only,No,Both,All,Both,53.1,53.1,12.8,40.3,65.9,,84.40%,47.20%,31.90%,2.80%,16.10%,2.00%,,,,,,,,,,,,,,,,,,,,,,,,,,1%,36.8,,,7.50%,1.40%,,,,,,1.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,1,USA,Boston,261,20.22%,COVID-19 outbreak at a large homeless shelter in Boston: Implications for universal testing,JAMA,Bagget et. al.,https://jamanetwork.com/journals/jama/fullarticle/2765378,English,Yes,Observational,3/15/20,4/15/20,31,Subgroup,Negative cases,Negative only,Active only,Both,Non-discharged only,No,Both,All,Both,50.8,50.8,12.7,38.1,63.5,,64.40%,46%,33.70%,1.60%,19%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,1.20%,36.9,,,8.40%,0.40%,,,,,,1.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,0,China,Changsha,159,31.46%,The clinical characteristics and mortal causes analysis of COVID-19 death patients,MedRxiv,Guo et. al.,https://www.medrxiv.org/content/10.1101/2020.04.12.20062380v1,English,No,Observational,12/28/19,3/4/20,68,Top-level,Positive cases,Positive only,End-point only,,Non-discharged only,Yes,Both,All,Both,71,,,64,80,,62.26%,0%,0%,0%,0%,0%,,42.86%,,,,,,,,,,,,,,99.14%,56.90%,32.76%,56.90%,,5.17%,8.62%,14.66%,,,71.19%,,,,55.08%,7.63%,2.54%,,3.39%,14.41%,,5.93%,1.69%,,,2.54%,10.17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.37%,,,,,6.11%,53.72%,47.93%,5.79%,,,10.74%,3.31%,2.48%,11.57%,,,,,,,,,,,1,
173,0,China,Shandong,24,13.48%,Epidemiological investigation and intergenerational clinical characteristics of 24 COVID-19 patients associated with supermarket cluster,MedRxiv,Tian et. al.,https://www.medrxiv.org/content/10.1101/2020.04.11.20058891v1.full.pdf,English,No,Observational,,,24,Subgroup,Positive cases,Positive only,End-point and active,Both,,Yes,Both,All,Both,,48,,,,,37.50%,0%,0%,0%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,0,China,Wuhan,504,28.09%,The effect of Arbidol Hydrochloride on reducing mortality of Covid-19 patients: a retrospective study of real-world data from three hospitals in Wuhan,MedRxiv,Liu et. al.,https://www.medrxiv.org/content/10.1101/2020.04.11.20056523v1.full.pdf,English,No,Observational,12/13/19,3/21/20,99,Top-level,Top level,Positive only,End-point only,Both,Discharged only,Yes,Both,All,Both,59.5,59.5,14.9,44.6,74.4,,51.40%,0%,0%,100%,0%,0%,,,,,,,,,,,,,,,,52%,,,24.20%,4%,,,,2.60%,14.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.40%,0.81%,13.10%,,,51%,1.40%,45.60%,30.20%,,,84.70%,,10.90%,,,,,,,,,,,,,,,,,,,1,,0.84,,14,,0.16,0.16
175,1,China,Wuhan,373,21.35%,The effect of Arbidol Hydrochloride on reducing mortality of Covid-19 patients: a retrospective study of real-world data from three hospitals in Wuhan,MedRxiv,Liu et. al.,https://www.medrxiv.org/content/10.1101/2020.04.11.20056523v1.full.pdf,English,No,Observational,12/13/19,3/21/20,99,Subgroup,WPH,Positive only,End-point only,Both,Discharged only,Yes,Both,All,Both,,,,,,,,0%,0%,100%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.70%,1.10%,12.30%,,,37.80%,1.90%,40.50%,31.40%,,,85.30%,,11.50%,,,,,,,,,,,,,,,,,,,1,,0.82,,,,0.18,0.18
175,2,China,Wuhan,100,21.35%,The effect of Arbidol Hydrochloride on reducing mortality of Covid-19 patients: a retrospective study of real-world data from three hospitals in Wuhan,MedRxiv,Liu et. al.,https://www.medrxiv.org/content/10.1101/2020.04.11.20056523v1.full.pdf,English,No,Observational,12/13/19,3/21/20,99,Subgroup,Tongji,Positive only,End-point only,Both,Discharged only,Yes,Both,All,Both,,,,,,,,0%,0%,100%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4%,0%,19%,,,94%,0%,73%,25%,,,86%,,12%,,,,,,,,,,,,,,,,,,,1,,0.88,,,,0.12,0.12
175,3,China,Wuhan,31,21.35%,The effect of Arbidol Hydrochloride on reducing mortality of Covid-19 patients: a retrospective study of real-world data from three hospitals in Wuhan,MedRxiv,Liu et. al.,https://www.medrxiv.org/content/10.1101/2020.04.11.20056523v1.full.pdf,English,No,Observational,12/13/19,3/21/20,99,Subgroup,Union,Positive only,End-point only,Both,Discharged only,Yes,Both,All,Both,,,,,,,,0%,0%,100%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.30%,0%,3.20%,,,71%,0%,19.40%,32.30%,,,74.20%,,0%,,,,,,,,,,,,,,,,,,,1,,1,,,,0,0
176,0,USA,New York City,393,35.39%,Clinical Characteristics of Covid-19 in New York City,NEJM,Goyal et al.,https://www.nejm.org/doi/full/10.1056/NEJMc2010419,English,Yes,Observational,3/3/20,3/27/20,24,Top-level,Top level,Positive only,End-point and active,Both,Both,Yes,Both,All,Both,62.6,,,48.6,73.7,6.10%,60.60%,37.40%,12.50%,17%,,45.80%,,,,,,,,5,5,3,8,5.10%,,,35.80%,,50.10%,25.20%,13.70%,5.10%,5.90%,,,,,25.50%,,,9.90%,79.40%,56.50%,,,27.20%,,,23.70%,,,,,,,0%,0%,66.92%,33.07%,1,,,,,,,,,,,,,,,136,,,,,,,,,,,,,,,,,,,,,,,,4.30%,,,63.60%,11.70%,,,,,,33.07%,,4.80%,,,,,,,,1.80%,,,,,,4.80%,,,1,,0.66,,,,0.1,0.13
176,1,USA,New York City,130,35.39%,Clinical Characteristics of Covid-19 in New York City,NEJM,Goyal et al.,https://www.nejm.org/doi/full/10.1056/NEJMc2010419,English,Yes,Observational,3/3/20,3/27/20,24,Subgroup,Invasive Mechanical Ventilation,Positive only,End-point and active,Both,Both,Yes,ICU only,Severe/critical only,Ventilation only,64.5,,,51.7,73.6,6.20%,70.80%,35.40%,11.50%,19.20%,,33.90%,,,,,,,,6,6,3,8,4.60%,,,43.40%,,53.80%,27.70%,19.20%,5.40%,7.70%,,,,,34.60%,,,21.50%,83.10%,66.20%,,,23.80%,,,20.80%,,,,,,,0%,0%,0%,100%,1,,,,,,,,,,,,,,,137,,,,,,,,,,,,,,,,,,,,,,,,4.60%,,,97.70%,24.60%,,,,,,100%,,13.30%,,,,,,,,2.30%,,,,,,11.90%,,,1,,0.18,,,,0.15,0.45
